collectId,collectName,collectYear,collectType,collectLevel,collectTexture,detailSize,num,source,seq
22380,现代朱德行书毛泽东词轴,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,"纵70,横34.5",1,征集购买,1949
23404,现代朱德行书续花亭烈士诗轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵91.2横35,1,接受捐赠,1949
23660,现代何香凝浅设色梅花轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵92.2横37,1,接受捐赠,1949
14957,现代彩釉雕十五贯瓷塑,中华人民共和国(1949年10月1日成立),雕塑、造像,三级,瓷,况钟高24.4 娄阿鼠高20.8,2,征集购买,1949
18029,现代宁武书毛泽东和郭沫若同志（七律）诗轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵1293，横48.3。,1,接受捐赠,1949
19565,现代于成龙刻海盐丰收版画横幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,49  70.5,1,拨交,1949
22381,现代董必武行书朱德诗轴,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,纵103.2，横50,1,征集购买,1949
23405,现代董必武行书欧阳梅生烈士诗轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵136.5横68.5,1,接受捐赠,1949
7534,现代王雪涛荷鱼图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵136.5 横51.5,1,旧藏,1949
14958,现代彩釉雕勤工苦学瓷塑,中华人民共和国(1949年10月1日成立),雕塑、造像,三级,瓷,高14.8,1,征集购买,1949
15470,现代齐白石牵牛花图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵100.8 横33.4,1,征集购买,1949
18030,现代许滌新书毛泽东忆秦娥词（娄山关）轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵1806，横78.4。,1,接受捐赠,1949
19566,现代于成龙张俊刻海盐奔流版画立幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,83  54.5,1,拨交,1949
22382,现代乌叔养海滩丰收图轴,中华人民共和国(1949年10月1日成立),书法、绘画,二级,丝,纵102，横77,1,征集购买,1949
23406,现代王个簃行书贺锦斋烈士诗轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵98横46.9,1,征集购买,1949
7535,现代潘龄皋行书轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵118.4 横50,1,旧藏,1949
14959,现代彩釉雕绣红旗瓷塑,中华人民共和国(1949年10月1日成立),雕塑、造像,三级,瓷,高21.3,1,征集购买,1949
18031,现代张爱萍书毛泽东题庐山仙人洞照轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵1342，横47.3。,1,接受捐赠,1949
19567,现代徐馥盛刻夜战船台版画横幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,58.7  95.5,1,拨交,1949
22383,现代乌叔养山寨欢聚图轴,中华人民共和国(1949年10月1日成立),书法、绘画,二级,丝,纵81，横107.3,1,征集购买,1949
23407,现代朱德行书续范亭烈士诗轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵91.2横35,1,接受捐赠,1949
23919,现代郭风惠秋山红树图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵134横55,1,征集购买,1949
14960,现代彩釉雕西厢故事瓷塑,中华人民共和国(1949年10月1日成立),雕塑、造像,三级,瓷,高，张君瑞26.6,3,征集购买,1949
15472,现代王云秋景山水轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵129.8 横39.8,1,征集购买,1949
18032,现代仲晦书求是轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵123，横65。,1,接受捐赠,1949
19568,现代郭东周徐馥盛刻报捷版画立幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,81  74,1,拨交,1949
22384,现代王蘧常书二忻宣诗集,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,"纵42,横26",3,征集购买,1949
23408,现代董必武行书烈士诗抄轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵134.1横47.5,1,接受捐赠,1949
7537,现代刘如璞山水图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵79 横28.4,1,旧藏,1949
14961,现代彩釉雕完璧归赵瓷灯台,中华人民共和国(1949年10月1日成立),雕塑、造像,三级,瓷,高31.3 底径16.8x12.7,1,征集购买,1949
18033,现代白潜书毛泽东水调歌头词（游泳）轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵44.7，横26.8。,1,接受捐赠,1949
19569,现代闫峰樵、高绪洪等刻沸腾的矿山等版画横幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,43    97,2,拨交,1949
20593,现代张万里设色菜蔬齐白石题记图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵137.5横33.8,1,采集,1949
23409,现代溥雪斋行书贺锦斋烈士诗轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵136横33,1,征集购买,1949
14962,现代景德镇窑彩釉雕鲤鱼形瓷灯台,中华人民共和国(1949年10月1日成立),瓷器,三级,瓷,高39.5 底径14x15.5,1,征集购买,1949
18034,现代张奚书毛泽东浪淘沙词（北戴河）轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵68.4，横31.6。,1,接受捐赠,1949
19570,现代郭东周刻胜利下水版画横幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,43.5   66.2,1,拨交,1949
23410,现代丰子恺行书彭湃烈士诗横幅,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵41.8横64.5,1,征集购买,1949
14963,现代彩釉雕金鱼瓷灯台,中华人民共和国(1949年10月1日成立),瓷器,三级,瓷,高22.8 口径4.8 底径12.1,1,征集购买,1949
18035,现代齐燕铭书毛泽东渔家傲词轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵95.4，横32.8。,1,接受捐赠,1949
19571,现代林悦刻支农物质下乡来版画横幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,47.3   65,1,拨交,1949
20851,现代吴光宇仕女图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵96横32.8,1,征集购买,1949
23411,现代谢稚柳行书蓝蒂裕烈士诗横幅,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵95.5横32.3,1,征集购买,1949
14964,现代彩釉雕梅雀瓷灯台,中华人民共和国(1949年10月1日成立),瓷器,三级,瓷,高22.9  底径13.8x10.8,1,征集购买,1949
18036,现代车向忱书毛不驿东为女民兵题照诗轴,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,纵95.2，横44.3。,1,接受捐赠,1949
19572,现代田兆久刻组装新机车版画横幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,44  45.5,1,拨交,1949
23412,现代董寿平行书许瑞芳烈士诗横幅,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵33横121.5,1,征集购买,1949
23924,现代溥儒行书联,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵131横21.2,2,征集购买,1949
14965,现代彩釉雕双鹊瓷塑,中华人民共和国(1949年10月1日成立),雕塑、造像,三级,瓷,高18,1,征集购买,1949
18037,现代魏传统书毛泽东和柳亚子先生诗轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵牙6.4，横45。,1,接受捐赠,1949
19573,现代李瑞添刻古老盐场换新貌版画横幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,37.3  53.3,1,拨交,1949
22389,现代孙墨佛行书临书谱轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵134，横67,1,征集购买,1949
23413,现代尚小云行书吕大千烈士诗轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵96.1横45,1,接受捐赠,1949
14966,现代彩釉雕屈原瓷塑,中华人民共和国(1949年10月1日成立),雕塑、造像,三级,瓷,高32.4,1,征集购买,1949
18038,现代魏传统书毛泽东诗句对联,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵135，横33。,1,接受捐赠,1949
19574,现代郝正君刻师徒版画立幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,59  43,1,拨交,1949
22390,现代孙墨佛行书七言联,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵136，横33.5,2,征集购买,1949
23414,现代李达行书夏明翰烈士诗横幅,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵88.3横33.5,1,接受捐赠,1949
23926,现代徐石雪行书轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵72横26,1,征集购买,1949
14967,现代彩釉雕养猪模范像瓷塑,中华人民共和国(1949年10月1日成立),雕塑、造像,三级,瓷,饲养员等高8.7长22.5 宽10.8,6,征集购买,1949
18039,现代袁水柏书毛泽东诗词集句楹联,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵95，横20.3。,2,接受捐赠,1949
19575,现代韩传明刻报喜版画立幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,51  34.5,1,拨交,1949
23415,现代巴金行书田波扬烈诗横幅,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵16.4横20.2,1,接受捐赠,1949
14968,现代粉绿釉印花八仙瓷盖罐,中华人民共和国(1949年10月1日成立),瓷器,三级,瓷,通高14.6 口径6.4 腹径13.5 底径8.2,1,征集购买,1949
18040,现代刘宝田书毛泽东和郭沫若满江红词轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵137，横68。,1,接受捐赠,1949
19576,现代韩其岚刻我爱北京天安门版画横幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,33    42,1,拨交,1949
23416,现代邓拓行书纪念雷锋词轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵144.5横68.5,1,征集购买,1949
23928,现代张作霖罗振玉等民国人物书札册,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵37.4横37.4(书心尺寸大小各异),56,征集购买,1949
14969,现代粉绿釉彩雕荷花鹭鸶小瓷盖罐,中华人民共和国(1949年10月1日成立),瓷器,三级,瓷,通盖高11 口径4.9 腹径10.8 底径6.4,1,征集购买,1949
18041,现代王坤骋书毛主席和郭沫若词轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵96.5，横45.2。,1,接受捐赠,1949
19577,现代王国镇刻批判会后版画立幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,50.5   37.5,1,拨交,1949
21369,现代溥杰行书轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵134横68,1,接受捐赠,1949
23417,现代沈尹默行书李大钊烈士诗轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵97.7横36.8,1,征集购买,1949
14970,现代反黄竹丝花鸟屏,中华人民共和国(1949年10月1日成立),其他,二级,竹,高81.5 工22.8 厚2.8,4,征集购买,1949
18042,现代李淑一书毛泽东蝶恋花词轴,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,纵99.5，横44.5。,1,接受捐赠,1949
19578,现代柳凤祥刻为造船炼好钢版画立幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,47.5  59.7,1,拨交,1949
21370,现代溥杰行书四言横幅,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵68横135,1,接受捐赠,1949
23418,现代钱君陶隶书陈然烈士诗轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵94横67.7,1,征集购买,1949
18043,现代陈北辰书毛泽东菩萨蛮词（大柏地)轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵1342，横47.3。,1,接受捐赠,1949
19579,现代吕德品刻化肥出厂版画立幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,61  41.5,1,拨交,1949
23419,现代白蕉行书艾文宣烈士诗轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵136.5横49.3,1,征集购买,1949
14716,现代齐白石荔枝图轴,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,纵180.2 横39.1,1,征集购买,1949
14972,现代乌叔养留园图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,丝,纵81.1 横42,1,征集购买,1949
15484,现代冯忠莲山水轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵79 横27.7,1,征集购买,1949
18044,现代鲁白书毛泽东送瘟神诗轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵1337，横62。,1,接受捐赠,1949
19580,现代刘仁福刻战备车间版画立幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,61.7  44.7,1,拨交,1949
23420,现代傅抱石行书邓中厦烈士诗轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵124.3横62.5,1,征集购买,1949
14717,现代蒲松窗成阿公路写生轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵51.9 横73.4,1,征集购买,1949
14973,现代钟质夫菊花图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵81.9 横34.8,1,征集购买,1949
18045,现代邵凯书毛泽东沁园春词轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵97，横34.6。,1,接受捐赠,1949
19581,现代杨志远刻练习为了备战版画横幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,38.8  55,1,拨交,1949
20861,现代周铁衡公鸡图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵126.7横32.7,1,征集购买,1949
23421,现代陈半丁行书李贯慈烈士诗轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵98.9横30,1,征集购买,1949
14718,现代冯忠莲秋水白帆图团扇轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,直径44,1,征集购买,1949
14974,现代晏少翔施耐庵像轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵86.8 横57.8,1,征集购买,1949
15486,现代陈少梅雪岩飞瀑图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵104.6 横29.3,1,征集购买,1949
18046,现代魏文伯书毛泽东为李进同志题所摄庐山仙人洞诗轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵1755，横88.5。,1,接受捐赠,1949
19582,现代杜元刻工间版画横幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,29.3  32.3,1,拨交,1949
20862,现代于非闇花卉轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵94.5横45.2,1,征集购买,1949
23422,现代潘伯鹰向雷锋学习轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵64横39.8,1,征集购买,1949
14719,现代秦仲文山水轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵133.2 横59.7,1,征集购买,1949
14975,现代维族姑娘图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,丝,纵52.3 横47,1,征集购买,1949
18047,现代张霁中书毛泽东采桑词重阳轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵96.5，横44.4。,1,接受捐赠,1949
19583,现代高香声刻语重心长版画立幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,48.2  43.7,1,拨交,1949
23423,现代溥雪斋行书雷锋日记轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵115.3横41.8,1,征集购买,1949
14720,现代吴一舸维女起舞图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵91.3 横40,1,征集购买,1949
14976,现代杨之光瑶胞生活小景图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵136.8 横69,1,征集购买,1949
18048,现代靳树梁书毛泽东为女民兵题照诗轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵95，横48.8。,1,接受捐赠,1949
19584,现代高香声刻语重心长版画方幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,44.6  45.2,1,拨交,1949
23424,现代溥雪斋行书雷锋日记轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵115.5横42.6,1,征集购买,1949
14721,现代惠孝同天都峰图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵170 横105.2,1,征集购买,1949
14977,现代黄胄民族大团结图横幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,纵80.2 横149.8,1,征集购买,1949
15489,现代张书旂汪亚尘合作双鸽桃花图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵131.5 横32.7,1,征集购买,1949
18049,现代赵朴初书毛泽东渔家傲词轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵67.5，横32。,1,接受捐赠,1949
19585,现代李可夫刻期望版画立幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,42  31,1,拨交,1949
20865,现代刘继卣猛虎图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵131.7横80.4,1,征集购买,1949
23425,现代老舍楷书“向雷锋学习”轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵62横58.1,1,征集购买,1949
14722,现代曹克家耄耋图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵97 横32,1,征集购买,1949
14978,现代巧作岫岩玉绶带鸟,中华人民共和国(1949年10月1日成立),玉石器、宝石,二级,宝玉石,高15.7,2,征集购买,1949
18050,现代曹轶欧书毛泽东清平乐词（会昌）卷,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵31，横64.8。,1,接受捐赠,1949
19586,现代陈善录刻高歌猛进版画横幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,58  100,1,拨交,1949
20866,现代黄宾虹山水轴,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,纵127横60.8,1,征集购买,1949
23426,现代成多禄行书五言诗轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵129横47.8,1,征集购买,1949
14723,现代萧龙士柿子立轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵137.7 横41.4,1,征集购买,1949
14979,现代岫岩玉执扇仕女,中华人民共和国(1949年10月1日成立),玉石器、宝石,二级,宝玉石,高20,1,征集购买,1949
18051,现代李长路书毛泽东浪淘沙词（北戴河）轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵1275，横60.4。,1,接受捐赠,1949
19587,现代于春玫刻沸腾的车间版画横幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,45  82,1,拨交,1949
23427,现代陈半丁行书“向雷锋学习”轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵99.2横71.5,1,征集购买,1949
14724,现代胡潔青花鸟轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵33.3 横53.8,1,征集购买,1949
14980,现代赵梦朱丁香小鸟图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵119.4 横50.3,1,征集购买,1949
18052,现代张爱萍书毛泽东为李进同志题所摄庐山仙人洞照诗轴,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,纵1302，横64。,1,接受捐赠,1949
19588,现代赵建杰刻战大摆版画立幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,76  54,1,拨交,1949
23428,现代陆俨少行书余祖胜烈士诗横幅,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵64.3横133.5,1,征集购买,1949
14725,现代陶一清嘉陵江图轴,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,纵59.横109,1,征集购买,1949
14981,现代张聿光松鹤图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵96.3 横44.4,1,征集购买,1949
18053,现代李劫夫书毛泽东卜算子词（咏梅）轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵135，横69。,1,接受捐赠,1949
19589,现代赵子荣刻组装新吊版画立幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,78  72,1,拨交,1949
23429,现代钱瘦铁行书何敬平烈士诗横幅,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵62横130,1,征集购买,1949
23685,现代潘受行草七言轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵133.2横65.5,1,接受捐赠,1949
14726,现代关良三岔口人物图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵34.4 横34.1,1,征集购买,1949
14982,现代樊少云耕织图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵96.36 横39.5,1,征集购买,1949
18054,现代龙潜指书毛泽东满江红词（和郭沫若同志）轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵95.8，横45.2。,1,接受捐赠,1949
19590,现代于洪范刻研究儒法斗争史版画立幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,52  50,1,拨交,1949
23430,现代赵朴初行书纪念张志新烈士横幅,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵68横129,2,拨交,1949
14727,现代杨敏海棠双鸟图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,丝,纵74.2 横34.3,1,征集购买,1949
14983,现代熊松泉三猴图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵116 横41.3,1,征集购买,1949
18055,现代高崇民书毛泽东七律冬云诗轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵93，横40.7。,1,接受捐赠,1949
19591,现代刘毅刻港城卫士版画横幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,47  101,1,拨交,1949
23431,现代齐子如画昆虫册页,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵33横25.7,10,采集,1949
14728,现代屈贞牡丹图立幅,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,高133 宽65,1,征集购买,1949
14984,现代孙雪泥采棉图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵93.3 横59,1,征集购买,1949
18056,现代陈北辰书毛泽东望庐山诗轴,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,纵96，横43.8。,1,接受捐赠,1949
19592,现代邹积阳刻舞台的主人版画横幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,61  80,1,拨交,1949
23432,现代陈佩秋画梅、菊手卷,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵31.8横92,1,征集购买,1949
14729,现代陈晓南鱼塘翠鸟图立幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,高102 宽52,1,征集购买,1949
14985,现代朱屺瞻黄浦江图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵90.6 横52.1,1,征集购买,1949
18057,现代蒋兆和冷眼向洋看世界图卷,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,纵143，横2785。,1,征集购买,1949
19593,现代李宝祥刻船厂怒火版画横幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,57  74,1,拨交,1949
23433,现代谢稚柳设色“无限风光在险峰”轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵103.8横83,1,征集购买,1949
14730,现代胡佩衡湘江鱼乐图卷,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵161 横27.8,1,征集购买,1949
14986,现代王个簃杜鹃花图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵98.3 横44.2,1,征集购买,1949
18058,现代朱德书辽宁省博物馆字册,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,纵牙25，横26.5。,1,接受捐赠,1949
19594,现代张胜刻自制油压机版画立幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,61   54,1,拨交,1949
23434,现代吴光宇毛泽东词意蝶恋花轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵137.3横68.4,1,征集购买,1949
14731,现代叶浅予舞台上蔡文姬图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵153 横77,1,征集购买,1949
14987,现代胡伯翔漓水轻舟图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵95 横62.2,1,征集购买,1949
18059,现代董必武书辽宁省博物馆横卷,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,纵16，横92。,1,接受捐赠,1949
19595,现代张宝国刻为巨轮披彩版画立幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,74  53,1,拨交,1949
23435,现代谢稚柳设色莲竹轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵69横139.5,1,征集购买,1949
14732,现代程十发傣女喂鸽图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵111 横62.6,1,征集购买,1949
14988,现代李秋君烟村野泊图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵107.2 横46.5,1,征集购买,1949
15500,现代齐白石葫芦图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵67.8 横33.7,1,征集购买,1949
19596,现代李进东刻造船女工新一代版画立幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,65  54,1,拨交,1949
23436,现代秦仲文设色北国风光轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵131.6横66,1,征集购买,1949
14733,现代宗其香古榕图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵64 横92.7,1,征集购买,1949
14989,现代朱嘉双狮图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵133 横67,1,征集购买,1949
19597,现代王克华刻船厂盛开大庆花版画立幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,85  63,1,拨交,1949
23437,现代贺天健无限风光在险峰轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵92.7横69,1,征集购买,1949
14478,现代周怀民山水轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵116.9 横38.3,1,征集购买,1949
14734,现代黄胄母爱图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵69.1 横45.8,1,征集购买,1949
14990,现代沈迈士俞塘桥工地图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵108.2 横58.1,1,征集购买,1949
19598,现代李国富刻力举千金版画立幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,102   69,1,拨交,1949
23438,现代傅抱石庐山山水轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵67横42.5,1,征集购买,1949
14479,现代吴镜汀山水轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵96 横35.6,1,征集购买,1949
14735,现代周怀民四季青图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵150.5 横71.5,1,征集购买,1949
14991,现代袁松年云峰飞瀑图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵107.5 横51.1,1,征集购买,1949
18063,现代赖少其刻开河版画横幅,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,38.5  54.5,1,征集购买,1949
19599,现代童学林刻自立更生造大机版画横幅,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,67  99,1,拨交,1949
23439,现代梁树年万山红遍层林尽染轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵82.5横76.5,1,征集购买,1949
14480,现代齐白石群峰古柏图轴,中华人民共和国(1949年10月1日成立),书法、绘画,二级,纸,纵171.4 横38.2,1,征集购买,1949
14736,现代白雪石西山虎头岩图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵45 横67.2,1,征集购买,1949
14992,现代谢之光劳动第一课图轴,中华人民共和国(1949年10月1日成立),书法、绘画,三级,纸,纵121 横64,1,征集购买,1949
