collectId,collectName,time,collectYear,collectType,collectLevel,collectTexture,detailSize,num,source
24699,清仿汉日光连弧铭文带铜镜,清,清,铜器,三级,铜,直径：8  厚：0.3,1,拣选
25723,清花卉纹铜镜,清,清,铜器,三级,铜,直径18 厚0.8,1,拣选
25979,清章嘉若必多吉铜像,清,清,雕塑、造像,三级,铜,通高：16    座高：2,1,拣选
1404,清双狮钮寿山石大长方印,清,清,玺印符牌,二级,宝玉石,宽4.5 长12.3 通钮高25,1,旧藏
1660,清御制生擒林爽文记事语雕云龙红木盒,清,清,竹木雕,二级,木,长44.3 宽9.2 高8.6,1,拨交
3196,清顺治通宝铜钱,清,清,钱币,三级,铜,肉径2.5，好径0.61,1,旧藏
3964,清顺治青花花鸟统瓶,清,清,瓷器,二级,瓷,高25.9 径8.4 口径5.8 底径7.1,1,拨交
4220,清嵌掐丝珐琅银板玳瑁盒,清,清,珐琅器,二级,铜,"长7,宽4.3,高3.2",2,拨交
5756,清浮雕云龙青玉印,清,清,玺印符牌,二级,宝玉石,长3.7 宽3.55 高2.7,1,旧藏
6780,清石雕石榴,清,清,石器、石刻、砖瓦,三级,宝玉石,"长29,宽28.5,厚1.96",1,拨交
7548,清仿吴鼒人物图屏,清,清,书法、绘画,三级,纸,纵75.8 横19.2,4,旧藏
8316,清乾隆窑变红釉瓷水盂,清,清,瓷器,二级,瓷,高11.1 腹径13.6 口径9.5 底径6.8,1,旧藏
8572,清青花鱼龙纹瓷碗,清,清,瓷器,二级,瓷,高12.9 口径27.3  底径13.5,1,旧藏
9340,清七星铁剑,清,清,铁器、其他金属器,二级,"皮革,铁,铜",全长94.5、刃长71.1、刃宽3.25、刃厚0.8,1,旧藏
11900,清道光通宝铜钱,清,清,钱币,二级,铜,肉径：4.6   好径：0.9  厚：0.38,1,旧藏
17532,清担当书示道钦沙弥五言诗卷,清,清,书法、绘画,二级,纸,纵137横23.7,1,征集购买
20604,清康有为行书轴,清,清,书法、绘画,三级,纸,纵172.5横84,1,采集
21116,清玛瑙鼻烟壶,清,清,玉石器、宝石,三级,宝玉石,高4.22 长径3.82 短径2.98,1,征集购买
21628,清奚冈水墨观音图轴,清,清,书法、绘画,二级,纸,纵95.7横34.7,1,征集购买
22140,清倪耘设色盆景页,清,清,书法、绘画,三级,纸,纵23.8横31.4,8,征集购买
22396,清赵次闲刻“草庵居士”石印,清,清,玺印符牌,二级,石,高4.06 宽2.45 厚2.45,1,征集购买
23932,清人仿李唐人物册页,清,清,书法、绘画,三级,纸,纵29.5横31.2,1,旧藏
24188,清祖师像,清,清,雕塑、造像,三级,铜,通高17.1 座高2.9,1,拣选
24444,清鎏金铜大白伞盖佛母像,清,清,雕塑、造像,三级,"铜,金",通高17.7  座3.2,1,拣选
25980,清宗喀巴铜像,清,清,雕塑、造像,三级,铜,通高：7.3   座高：1.5,1,拣选
1405,清平雕蟠螭钮寿山石印,清,清,玺印符牌,二级,宝玉石,宽1.7 长3.1 高4.7,1,旧藏
1661,清雕雷纹边长方木盒,清,清,竹木雕,三级,木,高21.2 宽16.4 高10.1,1,拨交
2429,清光绪紫砂刻人物文字扁方茶壶,清,清,其他,二级,泥,通盖高15.3 腹9.7x7.6 口径7.1x4.7,1,旧藏
3197,清顺治通宝铜钱,清,清,钱币,三级,铜,肉径2.55，好径0.62,1,旧藏
3965,清青花花鸟觚,清,清,瓷器,二级,瓷,高19.7 口径8 底径6.8,1,拨交
4221,清黄地缠枝牡丹铜胎画珐琅双连盒,清,清,珐琅器,一级,"铜,其他无机质",高3.9，口径8.3*4.45，底径8.8*4.95,1,拨交
5757,清浮雕龙水寿山石印,清,清,玺印符牌,二级,宝玉石,长7.65 宽3.05 高4.55,1,拨交
6781,清木镶竹雕猴马腕枕,清,清,竹木雕,二级,竹,"长36.8,宽4.4,厚0.8",1,拨交
7549,清包栋人物图屏,清,清,书法、绘画,三级,纸,纵137 横32.8,4,旧藏
11901,清咸丰元宝铜钱,清,清,钱币,二级,铜,肉径：7.1   好径：1.58  厚：0.5,1,旧藏
13437,清同治翰林院补官执照,清,清,档案文书,三级,纸,高56 宽47.4,1,发掘
17533,清佚名秋月吟诗图卷,清,清,书法、绘画,三级,丝,心纵79.6横33.2跋纵517横33,1,征集购买
20605,清千旌仿董源山水轴,清,清,书法、绘画,三级,纸,纵136.9横45.7,1,采集
21117,清玛瑙鼻烟壶,清,清,玉石器、宝石,二级,宝玉石,高5.1 长径4.4  短径3.4,1,征集购买
21629,清张宗苍仿巨然山水图轴,清,清,书法、绘画,二级,纸,纵59横30,1,征集购买
22141,清黄沅水墨著履登山图页,清,清,书法、绘画,三级,纸,纵19.2横24,12,征集购买
22397,清赵次闲刻“高学治印”石印,清,清,玺印符牌,二级,石,高6.85 宽2.65 厚2.65,1,征集购买
23933,清人人物册页,清,清,书法、绘画,三级,纸,纵30.5横32,1,旧藏
24189,清祖师像,清,清,雕塑、造像,三级,铜,通高11.1 座高2.5,1,拣选
24445,清鎏金铜四臂观音像,清,清,雕塑、造像,三级,"铜,金",通高19.1 座高3.3,1,拣选
1406,清寿山石长方印,清,清,玺印符牌,二级,宝玉石,宽1.4 长2.9 高7.7,1,旧藏
1662,清仿宋玉兔朝元砚,清,清,文具,二级,石,径10.7 高2.3,1,拨交
2430,清紫砂雕兰花竹根式茶壶,清,清,其他,二级,泥,通盖高9.5 口径3.5 腹径10.9 底径10.7,1,旧藏
3198,清顺治通宝铜钱,清,清,钱币,三级,铜,肉径2.5，好径0.6,1,旧藏
3966,清道光青花透雕灯笼,清,清,瓷器,三级,瓷,全高18.7 径13.5 盘高8 底径9.2,1,拨交
5502,清羊钮肉脂寿山石椭圆印,清,清,玺印符牌,二级,宝玉石,长1.55 宽0.9 高3.25,1,拨交
5758,清龟钮青玉印,清,清,玺印符牌,二级,宝玉石,长2.45 宽2.4 通钮高2.5,1,旧藏
6782,清木镶竹雕山水腕枕,清,清,竹木雕,二级,"木,竹","长36.8,宽4.35,厚0.7",1,拨交
7550,清鲁琪光行书联,清,清,书法、绘画,三级,纸,纵177.2 横42.8,2,旧藏
11902,清咸丰重宝铜钱,清,清,钱币,三级,铜,肉径3.76    好径0.76   厚0.29,1,旧藏
17534,清岩钰虞阳梦影图卷,清,清,书法、绘画,三级,丝,画心纵32.4横334;跋纵38横357,1,征集购买
20606,清王光烈篆书七言轴,清,清,书法、绘画,三级,纸,纵128.9横49.4,1,采集
21118,清巧琢猴马纹玛瑙鼻烟壶,清,清,玉石器、宝石,二级,宝玉石,高7.4 长径4.8  短径3.1,1,征集购买
21630,清朱本水墨寒鸦图轴,清,清,书法、绘画,三级,纸,纵79.5横31.1,1,征集购买
22142,清戴礼设色桃花页,清,清,书法、绘画,三级,纸,纵24.2横27.1,6,征集购买
22398,清赵次闲刻“叔荃父印”石印,清,清,玺印符牌,二级,石,高3.2 宽1.45 厚1.45,1,征集购买
23934,清人设色双兔册页,清,清,书法、绘画,三级,纸,纵28.2横32,1,旧藏
24446,清鎏金铜大白伞盖佛母像,清,清,雕塑、造像,三级,"铜,金",通高16.8  座3.1,1,拣选
25982,清鎏金铜无量寿佛像,清,清,雕塑、造像,三级,"铜,金",通高：17.8   座高：3.5,1,拣选
1407,清螭钮岫岩玉印,清,清,玺印符牌,二级,宝玉石,宽2.3 长2.9 通钮高3.8,1,旧藏
1663,清西洞长方端砚,清,清,文具,二级,石,长10.9 宽6.6 高4.4,1,拨交
2431,清光绪宜兴紫砂汉式茶壶,清,清,陶器,三级,泥,通盖高9.5 口径5.7 腹径11 底径12.1,1,旧藏
3199,清顺治通宝铜钱,清,清,钱币,三级,铜,肉径2.59，好径0.68,1,旧藏
3967,清顺治青花花卉瓷觚,清,清,瓷器,二级,瓷,高40.7 口径18.1 腹径13.2 底径14.4,1,拨交
5503,清蟠龙钮田黄寿山石印,清,清,玺印符牌,二级,宝玉石,长1.8 宽0.95 通钮高4.5,1,拨交
5759,清青玉印,清,清,玺印符牌,二级,宝玉石,长3 宽3 高2.25,1,拨交
6783,清核舟,清,清,竹木雕,二级,其他植物质,"长4.35,腹径2.05",2,拨交
7551,清人花鸟图屏,清,清,书法、绘画,三级,纸,纵274 横25.6,4,旧藏
8319,清道光陈国治款仿雕竹人物纹瓷笔筒,清,清,瓷器,二级,瓷,高9.9  口径5.8 底径5.5,1,旧藏
9343,清短铁剑,清,清,铁器、其他金属器,二级,"木,皮革,铁,银",全长52.4、刃长39.2、刃宽4.5、刃厚0.5,1,旧藏
11903,清咸丰重宝铜钱,清,清,钱币,三级,铜,肉径2.9    好径0.8    厚0.2,1,旧藏
15231,清郑燮行书制艺题等卷,清,清,书法、绘画,三级,纸,纵24  横172.6,1,征集购买
17535,清于成龙行书格言卷,清,清,书法、绘画,三级,丝,纵76.4横48.3,1,征集购买
20607,清溥儒设色山水轴,清,清,书法、绘画,三级,纸,纵132横55.5,1,采集
20863,清李世倬指画树雀图轴,清,清,书法、绘画,二级,纸,纵82.8横45.9,1,征集购买
21119,清巧琢松下人物纹玛瑙鼻烟壶,清,清,玉石器、宝石,二级,宝玉石,高8 长径5.4  短径3.8,1,征集购买
21631,清王文治题潘莲巢秋卉图轴,清,清,书法、绘画,三级,纸,纵105横28.1,1,征集购买
22143,清汪憲诗笺页,清,清,书法、绘画,三级,纸,纵26.5横32,9,征集购买
22399,清赵次闲刻“竹西行馆”石印,清,清,玺印符牌,二级,石,高3 宽1.75 厚1.75,1,征集购买
23935,清人山水人物册页,清,清,书法、绘画,三级,纸,纵32.5横39.6,1,旧藏
24191,清无量寿佛像,清,清,雕塑、造像,三级,铜,通高17.4 座高3.4,1,拣选
24447,清鎏金铜白度母像,清,清,雕塑、造像,三级,"铜,金",通高17.2  座3.2,1,拣选
25983,清释迦牟尼铜像,清,清,雕塑、造像,三级,铜,通高：22.5    座高：4.5,1,拣选
1408,清青田石印,清,清,玺印符牌,二级,宝玉石,宽1.7 长4 高4.1,1,旧藏
1664,清自然形端砚,清,清,文具,二级,石,长16.5 宽14.5 高3,1,拨交
2432,清紫砂加彩花卉纹茶壶,清,清,其他,三级,泥,通盖高9.8 口径8.7 腹径15.1 底径10,1,旧藏
3200,清顺治通宝铜钱,清,清,钱币,三级,铜,肉径2.54，好径0.61,1,旧藏
3968,清康熙五彩缠枝菊花纹碗,清,清,瓷器,三级,瓷,高7.3 口径13.65 底径6.6,1,拨交
5504,清狮钮田黄寿山石印,清,清,玺印符牌,二级,宝玉石,长19.5 宽0.92 通钮高3.85,1,拨交
5760,清青玉印,清,清,玺印符牌,二级,宝玉石,长2.45 宽2.45 高1.9,1,旧藏
6784,清透雕双凤木牌,清,清,竹木雕,三级,木,"长7.1,宽4.6,厚0.95",1,拨交
7040,清百寿纹铜镜,清,清,铜器,三级,铜,直径24.1、厚1.2,1,旧藏
7552,清潘伯寅行书八言联,清,清,书法、绘画,三级,纸,纵165.6 横40,2,旧藏
8320,清康熙五彩人物纹瓷瓶,清,清,瓷器,三级,瓷,高16.5 腹径12 口径7.4 底径7.3,1,旧藏
11904,清咸丰通宝铜钱,清,清,钱币,三级,铜,肉径2.2    好径0.6    厚0.12,1,旧藏
15232,清高凤翰草书题画诗卷,清,清,书法、绘画,三级,纸,纵24.1  横254.8,1,征集购买
15488,清戴钦明桃花喜鹊图轴,清,清,书法、绘画,二级,纸,纵127.7 横50.2,1,征集购买
17536,清于宗瑛书画卷,清,清,书法、绘画,三级,纸,nan,1,征集购买
20608,清王文治等人行书立幅,清,清,书法、绘画,三级,纸,nan,3,采集
21120,清巧琢动物纹玛瑙鼻烟壶,清,清,玉石器、宝石,二级,宝玉石,高7.7 长径5.1  短径2.7,1,征集购买
22144,清司马钟设色花鸟页,清,清,书法、绘画,三级,纸,纵22.2横26.5,8,征集购买
22400,清赵次闲刻“叔荃父印”石印,清,清,玺印符牌,二级,石,高4.15 宽2.4 厚2.4,1,征集购买
22656,清兽耳窑变釉瓷罐,清,清,瓷器,三级,瓷,"高21.3,口径16.2,腹径26.3,底径13.9",1,征集购买
23936,清人猫戏图册页,清,清,书法、绘画,三级,纸,纵22.2横21,1,旧藏
24448,清鎏金铜弥勒菩萨像,清,清,雕塑、造像,三级,"铜,金",通高17.5  座高4.4,1,拣选
25984,清地藏菩萨铜像,清,清,雕塑、造像,三级,铜,通高：19   座高：5,1,拣选
1409,清青田石长方印,清,清,玺印符牌,二级,宝玉石,宽1.8 长2.3 高5.4,1,旧藏
1665,清风字形端砚,清,清,文具,二级,石,长11 宽10.3 高2.6,1,拨交
2433,清光绪紫砂瓜愣竹节提梁茶壶,清,清,其他,三级,泥,全高16.8 口径6.4 腹径13.1 底径6.5,1,旧藏
3201,清顺治通宝铜钱,清,清,钱币,三级,铜,肉径2.65，好径0.54,1,旧藏
5505,清狮钮黄寿山石印,清,清,玺印符牌,二级,宝玉石,长2.02 宽1.39 通钮高4.8,1,拨交
5761,清玉印,清,清,玺印符牌,二级,宝玉石,长2.5 宽2.5 高2.1,1,拨交
6785,清木雕麒麟,清,清,竹木雕,一般,木,长3.3 它1.8 高3.3,2,拨交
7553,清姚元之隶书五言联,清,清,书法、绘画,三级,纸,纵114.7 横28.4,2,旧藏
11905,清咸丰通宝铜钱,清,清,钱币,三级,铜,肉径2.3    好径2.62    厚0.1,1,旧藏
17537,清朱起麟叶徵合作于永禧行乐图卷,清,清,书法、绘画,三级,丝,画心纵33.3横131跋尾纵33.3横317引首纵33.3横75,1,征集购买
21121,清玛瑙鼻烟壶,清,清,玉石器、宝石,二级,宝玉石,高8 长径6.45  短径5.15,1,征集购买
21633,清姜宸英行书五言对联,清,清,书法、绘画,三级,纸,纵89横20,1,征集购买
22401,清赵次闲刻“高氏葺庵”石印,清,清,玺印符牌,二级,石,高5.3 宽2.33 厚2.33,1,征集购买
23937,清人牧牛图册页,清,清,书法、绘画,三级,纸,纵23.5横20,1,旧藏
24449,清无量寿佛像,清,清,雕塑、造像,三级,铜,通高17.1 座3,1,拣选
25985,清绿度母铜像,清,清,雕塑、造像,三级,铜,通高：20.3    座高：3.8,1,拣选
1410,清青田石印,清,清,玺印符牌,二级,宝玉石,宽1.5 高3.8,1,旧藏
1666,清端石长方砚,清,清,文具,二级,石,长11.3宽7.8 高2.8,1,拨交
2434,晚清仿乾隆款粉彩云龙天球瓶,清,清,瓷器,三级,瓷,高55.4 口径13.2 腹径39.5 底径22.7,1,旧藏
3202,清顺治通宝铜钱,清,清,钱币,三级,铜,肉径2.73，好径0.64,1,旧藏
3970,清道光款斗彩龙凤碗,清,清,瓷器,二级,瓷,高7.4 口径15.3 底径6.35,4,拨交
5762,清寿山石印,清,清,玺印符牌,二级,宝玉石,长3.65 宽1.8 高6.3,1,拨交
6786,清楠木透雕荷花佩,清,清,竹木雕,三级,木,"长6.1,宽4.95,厚1.2",1,拨交
7554,清谢墉书弘历制后哨鹿赋卷,清,清,书法、绘画,三级,纸,纵128.3 横25,1,旧藏
8322,清康熙青花八宝纹瓷博古炉,清,清,瓷器,二级,瓷,高5.8  口径9.2底径5.1腹径9.1,1,旧藏
11906,清咸丰通宝铜钱,清,清,钱币,三级,铜,肉径2.2    好径0.61    厚0.11,1,旧藏
17538,清李士倬荻花鹌鹑图轴,清,清,书法、绘画,三级,纸,纵102横25,1,征集购买
18306,清五彩狮形瓷烛台,清,清,瓷器,三级,瓷,高22.9 长8.4 宽5.4,6,征集购买
21122,清玛瑙鼻烟壶,清,清,玉石器、宝石,二级,宝玉石,高10.75 长径7.6  短径5.4,1,征集购买
21634,清包世臣行书七言对联,清,清,书法、绘画,三级,纸,纵135.3横21,2,征集购买
22146,清薛怀设色菊花页,清,清,书法、绘画,三级,纸,纵23.7横25.6,12,征集购买
22402,清赵次闲刻“钱塘高氏石墨楼审定真拓”石印,清,清,玺印符牌,二级,石,高6.63 宽2.4 厚2.4,1,征集购买
23938,清人花鸟册页,清,清,书法、绘画,三级,纸,纵22.8横22,1,旧藏
24450,清绿度母像,清,清,雕塑、造像,三级,铜,通高17.5 座3.3,1,拣选
25986,清文殊菩萨铜像,清,清,雕塑、造像,三级,铜,通高：24.5   座高：5,1,拣选
1411,清寿山石印,清,清,玺印符牌,二级,宝玉石,（1）（2）宽6 （1）（2）高16.5,2,旧藏
2435,清光绪粉彩锦地开光赏瓶,清,清,瓷器,三级,瓷,1、高69.3 口径17.1 腹径41.2 底径21.2,2,旧藏
3203,清顺治通宝铜钱,清,清,钱币,三级,铜,肉径2.55，好径0.52,1,旧藏
3971,清康熙款苹果青釉碗,清,清,瓷器,二级,瓷,高3.7 口径9.3 底径3.5,1,拨交
5507,清麒麟狮钮寿山石印,清,清,玺印符牌,二级,宝玉石,长2.71 宽1.45 通钮高4.56,1,拨交
6787,清竹雕人物腕枕,清,清,竹木雕,二级,竹,"长19.5,宽4.6,厚0.65",2,拨交
7555,清德保墨迹卷,清,清,书法、绘画,二级,纸,纵25.3 横506.5,1,旧藏
9347,清银装铁短剑,清,清,铁器、其他金属器,二级,"铁,银",全长37.1、刃长27.5、刃宽2.75、厚0.45,1,旧藏
11907,清咸丰通宝铜钱,清,清,钱币,三级,铜,肉径2.46    好径0.8    厚0.1,1,旧藏
15235,清斌良行书临黄赵帖卷,清,清,书法、绘画,三级,纸,纵30 横580.5,1,征集购买
17539,清胡林翼书札沈塘画胡林翼肖像图轴,清,清,书法、绘画,三级,纸,nan,4,征集购买
18307,清乾隆珊瑚红釉白花小瓷瓶,清,清,瓷器,三级,瓷,高10.5 腹径5.6 口径3.5 底径2.9,1,征集购买
19075,清光绪粉彩云龙纹瓷碗,清,清,瓷器,二级,瓷,高6.2 口径13.8 底径5.3,1,征集购买
20611,清颠道人水墨荷花轴,清,清,书法、绘画,三级,纸,纵139横108,1,采集
20867,清人伪王鉴山水轴,清,清,书法、绘画,三级,纸,纵136.2横61.9,1,征集购买
21123,清玛瑙鼻烟壶,清,清,玉石器、宝石,二级,宝玉石,高10.15 长径7.65  短径4.8,1,征集购买
21635,清朱彝尊隶书五言对联,清,清,书法、绘画,三级,纸,纵110横24.3,2,征集购买
22147,清梅青设色夏严访道图页,清,清,书法、绘画,三级,纸,纵27.1横29.1,8,征集购买
22403,清赵次闲刻“古杭高治叔荃父印信”石印,清,清,玺印符牌,二级,石,高6 宽2.83 厚2.83,1,征集购买
24451,清白度母像,清,清,雕塑、造像,三级,铜,通高15.5  座3.5,1,拣选
25987,清文殊菩萨铜像,清,清,雕塑、造像,三级,铜,通高：20.5    座高：4,1,拣选
1412,清青田石长方印,清,清,玺印符牌,二级,宝玉石,宽1.3 长2.8 高4.1,1,旧藏
2436,清青花矾红彩双耳尊,清,清,瓷器,三级,瓷,高52 口径22.4 腹径39 底径21.8,1,旧藏
3204,清顺治通宝铜钱,清,清,钱币,三级,铜,肉径2.74，好径0.59,1,旧藏
3972,清光绪款黄地绿龙碗,清,清,瓷器,三级,瓷,1、高6.7  上径14.3  底径6.4,2,拨交
5508,清蟠螭钮寿山石印,清,清,玺印符牌,二级,宝玉石,长2.2 宽2.2 通钮高4.75,1,拨交
5764,清无为石印,清,清,玺印符牌,二级,宝玉石,长2.6 宽1.5 高5.8,1,拨交
6788,清竹根佩,清,清,竹木雕,三级,竹,"高4,径2.35",1,拨交
7556,清祁寯藻行书八言联,清,清,书法、绘画,三级,纸,纵168.5 横33,2,旧藏
11396,清洪化通宝铜钱,清,清,钱币,三级,铜,肉径：3  好径：0.82,1,旧藏
11908,清咸丰通宝铜钱,清,清,钱币,三级,铜,肉径1.91    好径0.8    厚0.12,1,旧藏
17540,清高減山居春晓图轴,清,清,书法、绘画,三级,纸,纵16.5横35.6,1,征集购买
18308,清光绪五彩小瓷瓶,清,清,瓷器,三级,瓷,高11.2 腹径6.1  底径4.5,1,征集购买
18820,清马来西亚铜菩萨立像,清,清,雕塑、造像,二级,铜,全高29.8，像高15.7，底径9.4×6.1,1,拣选
19076,清致远堂款青花云龙纹瓷碗,清,清,瓷器,二级,瓷,高6.7 口径13.5 底径5.,4,征集购买
20612,清袁瑛设色山水册,清,清,书法、绘画,三级,丝,纵22.7横16.2,8,采集
20868,清唐岱山水轴,清,清,书法、绘画,二级,丝,纵92.9横56.7,1,征集购买
21124,清玛瑙鼻烟壶,清,清,玉石器、宝石,二级,宝玉石,高6.5 长径6.2  短径4.5,1,征集购买
21380,清梁巘行书轴,清,清,书法、绘画,三级,纸,纵161横78.5,1,征集购买
21636,清顾鹤庆行书七言对联,清,清,书法、绘画,三级,纸,纵133.5横25.4,2,征集购买
22148,清陆定设色山水页,清,清,书法、绘画,三级,纸,纵27.5横20.6,11,征集购买
22404,清赵次闲刻“山阴高颂禾粟庵之印”石印,清,清,玺印符牌,二级,石,高5.85 宽2.45 厚2.45,1,征集购买
23684,清翠雕双连盘,清,清,玉石器、宝石,三级,宝玉石,最高5 长23.8 宽14.2,1,征集购买
24452,清释迦牟尼说法像,清,清,雕塑、造像,三级,铜,通高16.8  座3.5,1,拣选
25988,清祖师铜像,清,清,雕塑、造像,三级,铜,通高：10.5   座高：1.5,1,拣选
1413,清青田石印,清,清,玺印符牌,二级,宝玉石,宽1.8 长1.9 高3.2,1,旧藏
2437,清光绪凸雕抹红鱼龙天球瓶,清,清,瓷器,三级,瓷,高52 口径11.7 腹径38.2 底径19.6,1,旧藏
3205,清顺治通宝铜钱,清,清,钱币,三级,铜,肉径2.53，好径0.57,1,旧藏
3973,清乾隆款冬青釉开光朱竹五蝠大碗,清,清,瓷器,二级,瓷,高8.4 口径19.5 底径8.3,1,拨交
5509,清麒麟钮甘黄寿山石印,清,清,玺印符牌,二级,宝玉石,长2.7 宽1.9 通钮高3.4,1,拨交
5765,清无为石印,清,清,玺印符牌,二级,宝玉石,长2.7 宽1.5 高5.05,1,拨交
6021,清白玉瑗,清,清,玉石器、宝石,二级,宝玉石,肉径3.75 好径2.45 厚0.5,1,拨交
6277,清雕凫碧玉镇纸,清,清,文具,二级,宝玉石,"长6.8,高3.4,宽2.7",1,拨交
6789,清竹雕秬香得碑图腕枕,清,清,竹木雕,二级,竹,"长26.9,宽6.65,厚0.9",1,拨交
7557,清仿吴让之隶书屏,清,清,书法、绘画,三级,纸,纵138.5 横34.9,4,旧藏
8325,清康熙三彩狮子纹瓷花插,清,清,瓷器,三级,瓷,高20.4 座高5.2 座长8.1 座宽4.4,2,旧藏
11909,清咸丰通宝铜钱,清,清,钱币,三级,铜,肉径2    好径0.7    厚0.21,1,旧藏
14469,清任颐鹤寿轴,清,清,书法、绘画,二级,纸,纵147.4 横40,1,征集购买
15237,清杜越草书咏梅诗卷,清,清,书法、绘画,三级,纸,纵27.6 横111.5,1,征集购买
20613,清铁保行书册,清,清,书法、绘画,三级,纸,纵31.5横15,33,采集
20869,清人伪李鱓牡丹轴,清,清,书法、绘画,三级,纸,纵162横71,1,征集购买
21125,清玛瑙鼻烟壶,清,清,玉石器、宝石,二级,宝玉石,高7.2 长径6.8  短径4.1,1,征集购买
21381,清徐璋嘉树楼图轴,清,清,书法、绘画,三级,纸,纵53横66,1,征集购买
21637,清笪重光行书五言对联,清,清,书法、绘画,三级,纸,纵107横25.5,1,征集购买
22149,清周闲设色牡丹页,清,清,书法、绘画,三级,纸,纵25.8横25.7,8,征集购买
22405,清赵次闲刻“粦予偏作荔皮民”石印,清,清,玺印符牌,二级,石,高2.51 宽2.05 厚2.05,1,征集购买
22661,清董大年刻“尊石”石印,清,清,玺印符牌,二级,石,高6.15 宽2.15 厚2.15,1,征集购买
24453,清无量寿佛像,清,清,雕塑、造像,三级,铜,通高14.1 座3.1,1,拣选
1414,清平雕蟠螭寿山牛角冻石印,清,清,玺印符牌,二级,宝玉石,宽0.7 长1.7 高4.7,1,旧藏
1670,清掐丝珐琅宝相花纹瓶,清,清,珐琅器,三级,铜,"口径12.3,高35.8",2,旧藏
2438,清粉彩喜鹊登梅纹双耳尊,清,清,瓷器,三级,瓷,高61.2 口径22.7 腹径37.4 底径23.9,1,旧藏
3206,清顺治通宝铜钱,清,清,钱币,三级,铜,肉径2.5，好径0.5,1,旧藏
3974,清乾隆款胭脂红地折枝花五蝠大碗,清,清,瓷器,三级,瓷,高8.4  口径19.35  底径8.15,1,拨交
5510,清狮钮白寿山石印,清,清,玺印符牌,二级,宝玉石,长1.9 宽1.9 通钮高3.87,1,拨交
5766,清浮雕花卉寿山石印,清,清,玺印符牌,二级,宝玉石,长1.95 宽1.9 高7.9,1,拨交
6022,清青玉环,清,清,玉石器、宝石,二级,宝玉石,肉径3.9 好径1.8 厚1.3,1,拨交
6278,清白玉鸳鸯,清,清,玉石器、宝石,二级,宝玉石,"高3.85,长6.9,宽3.1",1,拨交
6790,清竹刻行书七绝腕枕,清,清,竹木雕,二级,竹,"长75.9,宽4.2,厚1.1",1,拨交
7558,清李敷荣行书屏,清,清,书法、绘画,三级,纸,纵197 横53.4,6,旧藏
8326,清乾隆德化窑五彩透雕三友瓷笔筒,清,清,瓷器,二级,瓷,高9.6  口径6.1底径6.1,1,旧藏
11910,清咸丰通宝铜钱,清,清,钱币,三级,铜,肉径2.1    好径0.62    厚0.112,2,旧藏
15238,清翁方纲行书临沈周画松题记卷,清,清,书法、绘画,三级,纸,纵24.2 横373.5,1,征集购买
17542,清顾见龙画马文毅肖像卷,清,清,书法、绘画,三级,丝,画心纵64横267.5;引首纵64横80;跋纵64横93,1,征集购买
18310,清广彩瓷盘,清,清,瓷器,三级,瓷,高2.8 口径24.5  底径14.2,2,征集购买
19078,清乾隆釉里红鳜鱼纹瓷碗,清,清,瓷器,二级,瓷,高8 口径18.02 底径7.3,1,征集购买
20614,清刘梓谦指画花卉图册,清,清,书法、绘画,三级,纸,纵22.2横29,6,采集
20870,清上官周山水轴,清,清,书法、绘画,三级,纸,纵180.7横76.5,1,征集购买
21126,清玛瑙鼻烟壶,清,清,玉石器、宝石,二级,宝玉石,高8.9 长径7.3  短径4.9,1,征集购买
21638,清阮元行书七言对联,清,清,书法、绘画,三级,纸,纵128.6横29,2,征集购买
22150,清阙嵐设色佛手页,清,清,书法、绘画,三级,纸,纵21.5横26.7,14,征集购买
22406,清赵次闲刻“长宜子孙”石印,清,清,玺印符牌,二级,石,高3.85 宽2.35 厚2.35,1,征集购买
23942,清康有为用的"万木草堂"书箱,清,清,家具,一级,木,纵79 横32.5 高104,2,接受捐赠
24454,清释迦牟尼说法像,清,清,雕塑、造像,三级,铜,通高31  座7,1,拣选
24710,清素面桥钮铜镜,清,清,铜器,三级,铜,直径：13.2    厚：0.6,1,拣选
25990,清绿度母铜像,清,清,雕塑、造像,三级,铜,通高：16.5   座高：3.2,1,拣选
1415,清平雕蟠螭寿山石印,清,清,玺印符牌,二级,宝玉石,宽2.1 高4.7,1,旧藏
2439,清光绪墨地粉彩万寿无疆鱼缸,清,清,瓷器,三级,瓷,高46.1 口径51.5 腹径52.2 底径32.5,1,旧藏
3207,清康熙通宝铜钱,清,清,钱币,三级,铜,肉径2.68，好径0.57,1,旧藏
3975,清乾隆款霁蓝暗花碗,清,清,瓷器,二级,瓷,高8.7 口径19.5 底径7.5,1,拨交
5511,清龟钮黄寿山石印,清,清,玺印符牌,二级,宝玉石,长2.22 宽0.12 通钮高2.85,1,拨交
6279,清玉虎,清,清,玉石器、宝石,二级,宝玉石,"高2.9,长5.9,宽2.8",1,拨交
6791,清细刻山水象牙腕枕,清,清,牙骨角器,二级,骨角牙,"长10.9,宽4.2,厚1.1",1,拨交
8327,清黑泥瓷蟋蟀罐,清,清,瓷器,二级,瓷,通高6  口径7.3底径6.4,1,旧藏
11911,清咸丰通宝铜钱,清,清,钱币,三级,铜,肉径2    好径0.67    厚0.18,2,旧藏
15239,清何绍基楷书格言卷,清,清,书法、绘画,三级,纸,纵45.6 横345.6,1,征集购买
